482,348
482,349
482,349
5909,5992
5909,15
5128302,5128002
5249036,18
5249036,5024770
5249036,5024756
5249036,2000000120
5249036,5249024
5249036,5249039
5249036,5024556
5249036,5024771
441,4
441,7
441,413
5074,5063
5074,5064
327,320
327,8
333,363
7111,7112
7111,7116
5060,5050
5060,5059
1206,18
1206,4
455,2000000120
5248102,5248100
5248102,5248117
5248102,5024600
5248102,2000000120
5248664,324
5248664,251
5248664,308
5248664,308
5248664,308
5248664,308
5248670,5248600
5024712,5024705
5128114,5128110
5128114,5128110
5128114,2000000120
5128114,2000000120
5171707,8
5171713,5171692
5171713,5171718
5171713,5171692
5171713,5464609
5171713,5464622
5171713,5171714
5128100,2000000120
5128100,2000000120
125,23
125,124
125,15
125,14
125,94
125,349
125,349
125,167
125,23
125,250
125,251
125,258
125,259
125,282
125,284
125,285
125,318
125,321
125,323
125,324
125,38
125,413
125,1001
125,1700
125,5401
125,7354
125,5404
125,5611
125,5626
125,5628
125,5600
125,5611
125,5714
125,5404
125,5722
125,5721
125,5723
125,6635
125,5247600
125,5248014
125,5247646
125,27
125,5247613
125,5247613
125,5247611
125,5247600
125,5247603
125,5247636
125,5247600
125,5247600
125,5247616
125,5247616
125,5247660
125,5247600
125,5247604
125,9
125,5247664
125,5247662
125,5024719
125,5024600
125,5401
125,5248802
125,5247340
125,5247638
125,5024770
125,5024771
125,27
125,5247405
125,5322750
125,5248117
5510,167
5510,1001
5510,204
1004,167
1004,15
1004,208
1004,15
1004,1006
1004,349
1004,349
5322318,5322350
7313,230
7313,2000000120
7313,233
131,80
131,232
5322330,80
5322330,232
5322330,324
5322330,23
5322330,82
5322330,233
5322330,230
5247345,9
5247345,5105
5247437,5076
5128048,5128078
5247351,5024600
5247351,5024562
5128060,2000000120
5128060,2000000120
910,27
910,5401
910,94
910,251
910,14
910,349
910,349
910,5404
910,308
910,308
910,2000000120
910,230
904,900
904,37
8626,8623
737,740
8632,8623
5171698,5171692
5171698,8
5171698,5171718
5171698,5171718
5171698,5171710
5171698,5396933
1170,1175
5247392,13
5248923,5248918
5248923,5247376
5248923,5247377
5247621,5247600
5247621,4
5247621,2000000120
5247621,230
5247621,231
5247621,5322750
290,321
290,560
5247635,124
5247635,5247600
5247635,5247600
99000803,99000763
99000803,99000786
99000803,99000764
5841,5840
5841,27
5247609,5247600
5247609,8
5247609,9
5247609,5024719
5100,5050
247,258
247,258
247,5050
5322708,5024606
5322708,5024673
5322708,27
5322708,5024609
7703,7700
7703,7702
5882,5879
5882,27
5882,5401
5882,14
5882,7354
5882,5404
5882,5200
5896,27
5896,99000763
5247812,5247800
5247812,2000000120
5247812,5247813
5247812,5247805
5247812,2000000120
5247812,5050
5247812,5050
5247812,18
5247812,5247646
5247812,5247805
5247812,5248014
5247812,5247646
5247812,5247806
5247812,5247829
5247812,5247829
5247812,5247823
5247812,9
5247812,8
5128,5127
5247813,5247800
5247807,5247800
5247807,8
5247807,9
5247807,5024719
5883,5875
246,244
246,245
246,15
246,23
246,2000000120
246,349
246,349
246,14
246,36
246,18
246,222
246,224
246,4
246,5405
246,5401
246,7354
246,5404
246,5404
246,23
246,27
246,5401
246,2000000120
246,5722
246,5721
246,5723
246,14
246,99000763
246,5409
246,99000754
246,251
246,250
246,99000779
246,99000786
246,99000771
246,5405
246,308
5322709,5024673
5322709,4
5322709,323
5101,5050
252,250
252,251
252,15
252,15
252,15
252,15
252,15
252,15
252,15
252,15
252,15
252,15
252,15
252,15
252,15
252,15
252,15
252,15
252,15
252,15
252,15
252,15
252,15
252,15
252,15
252,15
252,15
252,15
252,15
252,15
252,15
252,15
252,15
252,15
252,15
5247608,5247608
99000802,99000763
99000802,99000786
99000802,99000764
5248261,5248260
5248261,5024562
5248261,5248109
5248261,5248109
5247634,122
5247634,5247600
5247634,5247600
5247620,5247600
5247620,5248014
5247620,5247646
5247620,5024600
5247620,2000000120
5247620,349
5247620,349
5247620,231
5247620,230
5247620,5247600
5247620,5247613
5247620,5247611
5247620,5247600
5247620,5247603
5247620,4
5247620,27
5247620,5247660
5247620,122
5247620,5247600
5247620,5247604
5247620,5247616
5247620,5247616
5247620,5247616
5247620,27
5247620,250
5247620,251
5247620,323
5247620,324
5247620,4
5247620,15
5247620,5322750
5024698,5098
5248922,5248921
5248922,5248918
5248088,5322160
5247387,2000000120
5247387,2000000072
8627,2000000178
8627,9
905,308
905,308
905,308
905,308
905,14
5128075,13
5128075,5200
5128075,156
5128075,2000000120
5128075,2000000120
5128075,5050
5128075,5050
5128075,5128076
5128075,8
5128075,2000000120
5128075,5128075
5128075,5128402
5247378,2000000120
5247378,5247376
5128061,2000000120
5128061,2000000120
911,27
911,5401
911,14
911,349
911,349
911,94
911,251
911,5404
5247350,5076
5247350,5024600
5247350,5050
5247350,5024562
5128049,2000000120
5128049,5128002
5247422,5247405
5247422,5247418
5247422,308
5024673,8618
